705;Extract the assignment out of this expression.;jedit-4.2/src/bsh/BSHPrimarySuffix.java;BSHPrimarySuffix.java;258;10;MAJOR;
727;Either log or rethrow this exception.;jedit-4.2/src/bsh/BSHPrimarySuffix.java;BSHPrimarySuffix.java;172;10;MAJOR;
734;"The Cyclomatic Complexity of this method ""doSuffix"" is 23 which is greater than 10 authorized.";jedit-4.2/src/bsh/BSHPrimarySuffix.java;BSHPrimarySuffix.java;68;10;MAJOR;
790;Remove those useless parentheses.;jedit-4.2/src/bsh/BSHPrimarySuffix.java;BSHPrimarySuffix.java;258;1;MAJOR;
819;Move this closing curly brace to the next line.;jedit-4.2/src/bsh/BSHPrimarySuffix.java;BSHPrimarySuffix.java;53;1;MAJOR;
649;"Introduce a new variable instead of reusing the parameter ""obj"".";jedit-4.2/src/bsh/BSHPrimarySuffix.java;BSHPrimarySuffix.java;101;5;MAJOR;
727;Either log or rethrow this exception.;jedit-4.2/src/bsh/BSHPrimarySuffix.java;BSHPrimarySuffix.java;133;10;MAJOR;
727;Either log or rethrow this exception.;jedit-4.2/src/bsh/BSHPrimarySuffix.java;BSHPrimarySuffix.java;220;10;MAJOR;
781;"Remove this unused ""namespace"" local variable.";jedit-4.2/src/bsh/BSHPrimarySuffix.java;BSHPrimarySuffix.java;80;5;MAJOR;
727;Either log or rethrow this exception.;jedit-4.2/src/bsh/BSHPrimarySuffix.java;BSHPrimarySuffix.java;264;10;MAJOR;
673;Make operation a static final constant or non-public and provide accessors if needed.;jedit-4.2/src/bsh/BSHPrimarySuffix.java;BSHPrimarySuffix.java;49;10;MAJOR;
823;Replace all tab characters in this file by sequences of white-spaces.;jedit-4.2/src/bsh/BSHPrimarySuffix.java;BSHPrimarySuffix.java;N;2;MINOR;
734;"The Cyclomatic Complexity of this method ""doProperty"" is 17 which is greater than 10 authorized.";jedit-4.2/src/bsh/BSHPrimarySuffix.java;BSHPrimarySuffix.java;229;10;MAJOR;
751;"Rename ""index"" which hides the field declared at line 50.";jedit-4.2/src/bsh/BSHPrimarySuffix.java;BSHPrimarySuffix.java;214;30;MAJOR;
